id,label,category,hot_technology,in_demand,source,occurrences,occupations
awk,AWK,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
aws,AWS,Data base user interface and query software,true,true,O*NET Technology Skills 30.2,24,Blockchain Engineers; Business Intelligence Analysts; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Computer and Information Systems Managers; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Web Administrators; Web Developers; Web and Digital Interface Designers
aws_cloudformation,AWS CloudFormation,Cloud-based management software,true,true,O*NET Technology Skills 30.2,15,Blockchain Engineers; Computer Network Architects; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Research Scientists; Database Administrators; Database Architects; Information Security Analysts; Information Security Engineers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
aws_sagemaker,AWS SageMaker,Cloud-based management software,false,true,O*NET Technology Skills 30.2,2,Computer and Information Research Scientists; Data Scientists
axure_rp,Axure RP,Web page creation and editing software,false,false,O*NET Technology Skills 30.2,1,Web and Digital Interface Designers
azure_data_factory,Azure Data Factory,Cloud-based management software,false,true,O*NET Technology Skills 30.2,1,Database Administrators
azure_devops,Azure DevOps,Development environment software,false,true,O*NET Technology Skills 30.2,3,Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers
b_method,B-Method,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
backbone_js,Backbone.js,Web platform development software,false,false,O*NET Technology Skills 30.2,11,Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Technology Project Managers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
backup_and_archival,Backup and archival,Backup or archival software,false,false,O*NET Technology Skills 30.2,3,Information Security Analysts; Software Developers; Software Quality Assurance Analysts and Testers
balsamiq_studios_balsamiq_mockups,Balsamiq Studios Balsamiq Mockups,Graphics or photo imaging software,false,false,O*NET Technology Skills 30.2,1,Video Game Designers
bandw_port_scanner,B&W Port Scanner,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
basecamp,Basecamp,Project management software,false,false,O*NET Technology Skills 30.2,2,Computer Systems Engineers/Architects; Information Technology Project Managers
bash,Bash,Operating system software,true,true,O*NET Technology Skills 30.2,22,Business Intelligence Analysts; Computer Network Architects; Computer Network Support Specialists; Computer Programmers; Computer Systems Analysts; Computer Systems Engineers/Architects; Computer User Support Specialists; Computer and Information Research Scientists; Data Scientists; Data Warehousing Specialists; Database Administrators; Database Architects; Digital Forensics Analysts; Information Security Analysts; Information Security Engineers; Information Technology Project Managers; Network and Computer Systems Administrators; Penetration Testers; Software Developers; Software Quality Assurance Analysts and Testers; Web Developers; Web and Digital Interface Designers
basis_bbx_visualpro_5,Basis BBx VisualPRO/5,Graphical user interface development software,false,false,O*NET Technology Skills 30.2,1,Computer Programmers
bea_tuxedo,BEA Tuxedo,Transaction server software,false,false,O*NET Technology Skills 30.2,1,Computer Systems Engineers/Architects
beginner_s_all_purpose_symbolic_instruction_code_basic,Beginner's all-purpose symbolic instruction code BASIC,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
bentley_microstation,Bentley MicroStation,Computer aided design CAD software,true,false,O*NET Technology Skills 30.2,4,Computer Programmers; Computer Systems Engineers/Architects; Computer User Support Specialists; Software Quality Assurance Analysts and Testers
bentley_systems_projectwise,Bentley Systems ProjectWise,Project management software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
berkeley_internet_domain_name_bind,Berkeley Internet Domain Name BIND,Internet directory services software,false,false,O*NET Technology Skills 30.2,3,Information Security Analysts; Network and Computer Systems Administrators; Web Administrators
bidirectional_encoder_representations_from_transformers_bert,Bidirectional encoder representations from transformers (BERT),Analytical or scientific software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Research Scientists
bigloo_scheme,Bigloo Scheme,Development environment software,false,false,O*NET Technology Skills 30.2,3,Computer Programmers; Software Developers; Software Quality Assurance Analysts and Testers
bigquery,BigQuery,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,1,Data Scientists
billing,Billing,Billing and invoicing software,false,false,O*NET Technology Skills 30.2,1,Computer and Information Systems Managers
bitwizard_b_v_mtr,BitWizard B.V. mtr,Network monitoring software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
blackbaud_the_raiser_s_edge,Blackbaud The Raiser's Edge,Customer relationship management CRM software,false,false,O*NET Technology Skills 30.2,10,Business Intelligence Analysts; Computer Systems Analysts; Computer and Information Systems Managers; Data Warehousing Specialists; Database Administrators; Database Architects; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers
blackberry_enterprise_server,BlackBerry Enterprise Server,Operating system software,false,false,O*NET Technology Skills 30.2,1,Computer Network Support Specialists
blackboard,Blackboard,Data base user interface and query software,false,false,O*NET Technology Skills 30.2,13,Computer Systems Analysts; Computer User Support Specialists; Computer and Information Systems Managers; Database Administrators; Database Architects; Information Security Analysts; Information Technology Project Managers; Network and Computer Systems Administrators; Software Developers; Software Quality Assurance Analysts and Testers; Video Game Designers; Web Developers; Web and Digital Interface Designers
